index,category,prompt,expected_response,exp006_response,exp010_response,exp006_repetitive,exp010_repetitive,exp006_response_length,exp010_response_length,exp010_likely_relevant
134,apologies,You realize that you missed a message affected someone at the start of the conversation. What do you say?,"I would take responsibility, apologize directly, and offer a practical repair.",If you have a good person to do that you are not able to do that you are not to be able to do with your child or not to ,I am glad you are going to see you.,True,False,120,35,False
135,apologies,Make amends after you missed a message happened while making plans.,I would be honest about the mistake and focus on making things right.,The first time to be a good deal to be able to be a good or more effective or more effective than the same time. The first time you can,I am glad you have been happy to meet you.,True,False,135,42,False
136,apologies,You realize that you missed a message affected someone in front of the group. What do you say?,"I would take responsibility, apologize directly, and offer a practical repair.",The first time is the first time to be a good way to be able to be able to be able to be able to be able to be able ,I am sorry to meet you.,True,False,116,23,True
137,apologies,Make amends after you missed a message happened after a long day.,I would be honest about the mistake and focus on making things right.,The first time is a good deal to be a good deal of the world. The first time is the first time to be a good and the first time,I am glad you have been happy to see you.,True,False,126,41,False
138,apologies,You realize that you interrupted someone affected someone before the meeting. What do you say?,"I would take responsibility, apologize directly, and offer a practical repair.",The other things are not the same time to the other things that you are not able to be able to be able to be able to be able to ,I am sorry to meet you.,True,False,128,23,True
139,apologies,Make amends after you interrupted someone happened during a busy afternoon.,I would be honest about the mistake and focus on making things right.,The first time is a good deal to be a good way to get a good deal to get a good way to get a good way to get a ,I am glad I am glad you are going to me.,True,True,111,40,False
140,apologies,You realize that you interrupted someone affected someone at the start of the conversation. What do you say?,"I would take responsibility, apologize directly, and offer a practical repair.",I have to be a good idea to do that you are not able to do that you are not to be able to do with your child or not ,I am sorry to meet you.,True,False,116,23,True
141,apologies,Make amends after you interrupted someone happened while making plans.,I would be honest about the mistake and focus on making things right.,The first time is a good deal to be a good way to be a good or more likely to be a good way to get a good way to ,I am glad you have been happy to meet you.,True,False,113,42,False
142,apologies,You realize that you interrupted someone affected someone in front of the group. What do you say?,"I would take responsibility, apologize directly, and offer a practical repair.",it is a good way to be a good way to be a good way to be a good way to do with a good person or a child or ,I am sorry to meet you.,True,False,107,23,True
143,apologies,Make amends after you interrupted someone happened after a long day.,I would be honest about the mistake and focus on making things right.,The first time you can be able to get a good time to get a few minutes or more than you have to get a few years of the day.,I am glad I am glad you are going to me.,False,True,123,40,False
144,apologies,You realize that you forgot a small promise affected someone before the meeting. What do you say?,"I would take responsibility, apologize directly, and offer a practical repair.",the word is the same thing to the same time and the word is the same to the word of the word is the same to the word of the ,I am sorry to meet you.,True,False,124,23,True
145,apologies,Make amends after you forgot a small promise happened during a busy afternoon.,I would be honest about the mistake and focus on making things right.,The first time you can be able to be able to be able to be able to be able to get a more effective and will be able to be ,I am sorry to meet you.,True,False,122,23,True
146,apologies,You realize that you forgot a small promise affected someone at the start of the conversation. What do you say?,"I would take responsibility, apologize directly, and offer a practical repair.",If you have a lot of the time you have to be able to do that you are not to do that you are not sure that you are not ,I am sorry to meet you.,True,False,118,23,True
147,apologies,Make amends after you forgot a small promise happened while making plans.,I would be honest about the mistake and focus on making things right.,The first time is a good deal to be able to be a good or more effective or more effective than the same time. The first time you can be,I am glad you have been happy to make it.,True,False,135,41,False
148,apologies,You realize that you forgot a small promise affected someone in front of the group. What do you say?,"I would take responsibility, apologize directly, and offer a practical repair.",If you have a lot of the same time you have to be able to be able to be able to be able to be able to be able to ,I am glad you are going to see it.,True,False,113,34,False
149,apologies,Make amends after you forgot a small promise happened after a long day.,I would be honest about the mistake and focus on making things right.,The first time you can be able to get a good time to get a few minutes or more than one or more than one or one or more than ,I am sorry to meet you.,True,False,125,23,True
150,apologies,You realize that you made a mistake affected someone before the meeting. What do you say?,"I would take responsibility, apologize directly, and offer a practical repair.",What are the most common and the most common things to be able to be able to be able to be able to be a good way to be able ,I am sorry to meet you.,True,False,124,23,True
151,asking_for_help,You are unsure how to handle a confusing form before the deadline. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,the first step is the first step of the first time to the same time to the same time you will be able to be able to be able to ,I am glad that is a good way to meet you.,True,False,127,41,False
152,asking_for_help,Invite someone to help you understand a confusing form while you are learning.,"I would ask politely, explain what I have tried, and welcome their guidance.",If you have a good person to get a child or a child or a child or a child or a child or a child or a child or a ,I am glad you are going to meet you.,True,False,112,36,False
153,asking_for_help,You are unsure how to handle a confusing form at the office. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,"the following example, the first time is the first time to be the first time to be the same time to the same time to the same time and the",I am glad you have been able to be able to make it easier.,True,False,138,58,False
154,asking_for_help,Invite someone to help you understand a confusing form in the kitchen.,"I would ask politely, explain what I have tried, and welcome their guidance.",The following is the first time to be the same time you can be able to be able to be able to be able to be able to be able ,I am sorry to meet you.,True,False,123,23,False
155,asking_for_help,You are unsure how to handle a confusing form during the move. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,the following time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you have been able to be able to make it easier.,True,False,118,58,False
156,asking_for_help,Invite someone to help you understand a confusing form this evening.,"I would ask politely, explain what I have tried, and welcome their guidance.","The following hand, you can be able to get a good way to get a good and get a good way to get a good way to the right to",I am glad you have been able to see you.,True,False,120,40,False
157,asking_for_help,You are unsure how to handle a heavy box before the deadline. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,the baby is the first time of the baby and the baby is the first step of the baby and the baby is the first ,I am glad you have been able to make it easier.,True,False,108,47,False
158,asking_for_help,Invite someone to help you understand a heavy box while you are learning.,"I would ask politely, explain what I have tried, and welcome their guidance.",The first time you can be able to get a lot of your own and you can be able to be able to be able to get a good way ,I am glad you are going to see you.,True,False,116,35,False
159,asking_for_help,You are unsure how to handle a heavy box at the office. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,The first time is the first time to be the first time to be the first time to be the same time to the same time to the next day.,I am glad you have been able to see you.,True,False,128,40,False
160,asking_for_help,Invite someone to help you understand a heavy box in the kitchen.,"I would ask politely, explain what I have tried, and welcome their guidance.",The first time is a good way to get a good way to get a good and get a good way to get a good way to the right to ,I am glad you are going to see you.,True,False,114,35,False
161,asking_for_help,You are unsure how to handle a heavy box during the move. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you have been able to see you.,True,False,114,40,False
162,asking_for_help,Invite someone to help you understand a heavy box this evening.,"I would ask politely, explain what I have tried, and welcome their guidance.",The first time is a good way to be a good way to get a good way to the right to the right to the right to the right to ,I am glad you are going to see you.,True,False,119,35,False
163,asking_for_help,You are unsure how to handle a computer setting before the deadline. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,the user is the first time to be the first time to be able to be able to be able to be able to be able to be able to ,I am glad you have been able to be able to make it easier.,True,False,117,58,False
164,asking_for_help,Invite someone to help you understand a computer setting while you are learning.,"I would ask politely, explain what I have tried, and welcome their guidance.",The first time is a good way to be able to be able to be able to be able to be able to be able to be able to be ,I am sorry to meet you to see you.,True,False,112,34,False
165,asking_for_help,You are unsure how to handle a computer setting at the office. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,The first time is the first time to be able to be able to be a good way to be able to be able to be able to be able ,I am glad you have been able to see you.,True,False,116,40,False
166,asking_for_help,Invite someone to help you understand a computer setting in the kitchen.,"I would ask politely, explain what I have tried, and welcome their guidance.",The Future of the Future and the Future of the Future of the Future and the Future of the Future (PR) and,I am glad you are going to see you.,True,False,105,35,False
167,asking_for_help,You are unsure how to handle a computer setting during the move. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,The first time is the first time to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you have been able to see you.,True,False,116,40,False
168,asking_for_help,Invite someone to help you understand a computer setting this evening.,"I would ask politely, explain what I have tried, and welcome their guidance.",The first time is a good way to be able to be a good way to be able to be able to be able to be able to be able ,I am glad you are going to meet it.,True,False,112,35,False
169,asking_for_help,You are unsure how to handle a difficult decision before the deadline. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,the first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you have been able to be able to make it easier.,True,False,114,58,False
170,asking_for_help,Invite someone to help you understand a difficult decision while you are learning.,"I would ask politely, explain what I have tried, and welcome their guidance.",The first time is a good way to be able to get a good way to get a good way to get a good way to the right to the ,I am sorry to meet you to see you.,True,False,114,34,False
171,asking_for_help,You are unsure how to handle a difficult decision at the office. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,The first time is the first time to be the first time to be the first time to be the same time to the same time to the same time.,I am glad you have been able to see you.,True,False,129,40,False
172,asking_for_help,Invite someone to help you understand a difficult decision in the kitchen.,"I would ask politely, explain what I have tried, and welcome their guidance.",The first time is a good way to be a good way to be able to be a good way to be able to be able to be a good ,I am glad you are going to see you.,True,False,109,35,False
173,asking_for_help,You are unsure how to handle a difficult decision during the move. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,The first time is the first time to be the first time to be the first time to be the same time to the same time to the same time.,I am glad you have been able to see you.,True,False,129,40,False
174,asking_for_help,Invite someone to help you understand a difficult decision this evening.,"I would ask politely, explain what I have tried, and welcome their guidance.",The first time is the first time to be a good way to be able to be able to be a good way to be able to be a good ,I am glad you are going to see you.,True,False,113,35,False
175,asking_for_help,You are unsure how to handle a new recipe before the deadline. Ask for assistance naturally.,I would describe the difficulty and ask for one specific kind of assistance.,the first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad to be sure you are going to see you.,True,False,114,46,True
176,offering_help,You see that a friend carrying bags may need support near the entrance. Offer help naturally.,I would make a gentle offer and respect their answer either way.,If you are not sure that you can be able to be able to get a good way to get a good or more effective and you can be able ,I am glad you are going to see you.,True,False,122,35,False
177,offering_help,Give a friend carrying bags a chance to accept help at the end of the day.,I would point out that I am available and ask how I could contribute.,The first time is the first time to be the first time of the day to the next day. The next day is the first time to the next day,I am sorry to be happy to meet you.,True,False,128,35,True
178,offering_help,You see that a friend carrying bags may need support during a busy morning. Offer help naturally.,I would make a gentle offer and respect their answer either way.,you can be able to get a good time to get a good time to get a good way to the right and get a good way to get a ,I am glad that is a good way to meet you.,True,False,113,41,False
179,offering_help,Give a friend carrying bags a chance to accept help while everyone is preparing.,I would point out that I am available and ask how I could contribute.,The best thing to be a good way to be a good way to the right to the right to the other and the other hand of the person is ,I am glad you are going to meet you.,True,False,124,36,False
180,offering_help,You see that a friend carrying bags may need support after the appointment. Offer help naturally.,I would make a gentle offer and respect their answer either way.,If you are not a good way to get a good way to get a good way to get a good way to the right to the right to the ,I am glad you have been able to make it easier.,True,False,113,47,False
181,offering_help,Give a friend carrying bags a chance to accept help on the way home.,I would point out that I am available and ask how I could contribute.,The first time is the first step of the first time to be the same time to the same time to the right to the other side of the day.,I am glad you are going to see you.,True,False,130,35,False
182,offering_help,You see that a coworker facing a deadline may need support near the entrance. Offer help naturally.,I would make a gentle offer and respect their answer either way.,the other hand is the same to the right to the other hand and the other things to be the same time of the person is the same to the ,I am glad you are going to see you.,True,False,132,35,False
183,offering_help,Give a coworker facing a deadline a chance to accept help at the end of the day.,I would point out that I am available and ask how I could contribute.,The first time is the first time to be the first time to be the same time to the same time of the day. The first time is the first,I am glad I am glad you are going to see you.,True,True,130,45,False
184,offering_help,You see that a coworker facing a deadline may need support during a busy morning. Offer help naturally.,I would make a gentle offer and respect their answer either way.,If you have a lot of your child or not have a child or a child or a child or a child or a child or a child or a ,I am glad you are going to see you.,True,False,112,35,False
185,offering_help,Give a coworker facing a deadline a chance to accept help while everyone is preparing.,I would point out that I am available and ask how I could contribute.,The first step is a good way to the right to the right and the right to the right to the other side of the world. The idea of the,I am sorry to be happy to meet you.,True,False,129,35,True
186,offering_help,You see that a coworker facing a deadline may need support after the appointment. Offer help naturally.,I would make a gentle offer and respect their answer either way.,the other hand is the same to the right to the other hand and the other things to be the same time of the person is the same to the ,I am sorry to meet you.,True,False,132,23,False
187,offering_help,Give a coworker facing a deadline a chance to accept help on the way home.,I would point out that I am available and ask how I could contribute.,The first time is the first time to be the first time of the first time to be the first time to be the first time of the first time.,I am sorry to be happy to meet you.,True,False,132,35,True
188,offering_help,You see that a neighbor with a repair may need support near the entrance. Offer help naturally.,I would make a gentle offer and respect their answer either way.,the child is not a good or a child or a child or a child or a child. If you are not a child or a child or a child,I am glad you are going to see you.,True,False,113,35,False
189,offering_help,Give a neighbor with a repair a chance to accept help at the end of the day.,I would point out that I am available and ask how I could contribute.,The first time is the first time to be the first time to be the first time of the first time to be the first time to be the first ,I am glad you have been able to see you.,True,False,130,40,False
190,offering_help,You see that a neighbor with a repair may need support during a busy morning. Offer help naturally.,I would make a gentle offer and respect their answer either way.,If you have a good child or a child or a child or a child or a child or a child or a child or a child or a child ,I am glad to be sure that is a good way.,True,False,113,40,False
191,offering_help,Give a neighbor with a repair a chance to accept help while everyone is preparing.,I would point out that I am available and ask how I could contribute.,The first time is a good way to be a good way to be able to be a good way to be able to be able to be able to ,I am sorry to meet you.,True,False,110,23,False
192,offering_help,You see that a neighbor with a repair may need support after the appointment. Offer help naturally.,I would make a gentle offer and respect their answer either way.,the child is a good way to be able to be able to be able to be able to be able to be able to be able to be able ,I am glad you are going to be happy.,True,False,112,36,True
193,offering_help,Give a neighbor with a repair a chance to accept help on the way home.,I would point out that I am available and ask how I could contribute.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am sorry to meet you.,True,False,114,23,False
194,offering_help,You see that a guest looking lost may need support near the entrance. Offer help naturally.,I would make a gentle offer and respect their answer either way.,If you are a good deal to do with your child or the child is not a child or a child or a child or a child. You can be,I am glad you are going to see you.,True,False,117,35,False
195,offering_help,Give a guest looking lost a chance to accept help at the end of the day.,I would point out that I am available and ask how I could contribute.,The first time is the first time to be the first time of the day and the next day. The first time is the first time to be the first,I am sorry to meet you.,True,False,131,23,False
196,offering_help,You see that a guest looking lost may need support during a busy morning. Offer help naturally.,I would make a gentle offer and respect their answer either way.,you can be able to get a good deal to get a good way to get a good way to the right and get a good way to get a ,I am glad that is a good way to meet you.,True,False,112,41,False
197,offering_help,Give a guest looking lost a chance to accept help while everyone is preparing.,I would point out that I am available and ask how I could contribute.,The first step is a good thing to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you are going to meet you.,True,False,114,36,False
198,offering_help,You see that a guest looking lost may need support after the appointment. Offer help naturally.,I would make a gentle offer and respect their answer either way.,The first time you can be able to get a good way to get a good way to get a good way to the right to the right to the ,I am glad you have been able to make it easier.,True,False,118,47,False
199,offering_help,Give a guest looking lost a chance to accept help on the way home.,I would point out that I am available and ask how I could contribute.,The first time is the first time to be the first time of the world is the first time to be the first time of the world. The first time,I am glad you are going to see you.,True,False,134,35,False
200,offering_help,You see that someone learning a skill may need support near the entrance. Offer help naturally.,I would make a gentle offer and respect their answer either way.,If you are in the case of the school and the school of the school and the school is not a good way to be able to be able to ,I am sorry to do so far.,True,False,124,24,False
201,positive_emotions,You are delighted that a good surprise happened that happened today. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,The first time is the first time to be the first time to be the first time of the first time to be the same time to the same time ,I am sorry to meet you.,True,False,130,23,False
202,positive_emotions,Tell a friend why a good surprise made you smile after weeks of effort.,I would share the feeling honestly and say why the event mattered.,€I have been a good deal to be a good deal to be able to be a good way to do with a good deal to be a good ,I am sorry to meet you.,True,False,107,23,False
203,positive_emotions,You are delighted that a good surprise happened at the end of the week. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,the other things are not the same time to be the same time to the other things that the people are not to be able to be the same time ,I am glad that is a good way to meet you.,True,False,134,41,True
204,positive_emotions,Tell a friend why a good surprise made you smile during a quiet moment.,I would share the feeling honestly and say why the event mattered.,The first time you can be able to be a good deal to be able to get a good way to get a good way to get a good way ,I am sorry to meet you.,True,False,114,23,False
205,positive_emotions,You are delighted that a good surprise happened when you needed encouragement. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,The first time is the first time to be the first time to be the first time you will be able to be able to be able to be able ,I am glad you are going to meet you.,True,False,125,36,True
206,positive_emotions,Tell a friend why a good surprise made you smile on your way home.,I would share the feeling honestly and say why the event mattered.,€I have a good idea to do that you have to be a good way to do that you are not to be able to get a good way ,I am sorry to meet you.,True,False,109,23,False
207,positive_emotions,You are delighted that a finished project happened that happened today. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,The first time is the first time to be the first time to be the first time of the first time to be the same time to the same time ,I am sorry to meet you.,True,False,130,23,False
208,positive_emotions,Tell a friend why a finished project made you smile after weeks of effort.,I would share the feeling honestly and say why the event mattered.,€I have to be a good deal to be able to be able to be able to be able to be a good way to get a good way ,I am sorry to meet you.,True,False,105,23,False
209,positive_emotions,You are delighted that a finished project happened at the end of the week. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,the first time you have to be able to be able to be able to be able to be able to be able to be able to be able to ,I am glad that is a good way to meet you.,True,False,115,41,True
210,positive_emotions,Tell a friend why a finished project made you smile during a quiet moment.,I would share the feeling honestly and say why the event mattered.,The first time you can be able to be able to be able to be able to be able to be able to be able to be a good way ,I am sorry to meet you.,True,False,114,23,False
211,positive_emotions,You are delighted that a finished project happened when you needed encouragement. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,The first time is the first time to be the first time to be the first time to be the first time to be the first time to be the ,I am sorry to be happy to meet you.,True,False,127,35,True
212,positive_emotions,Tell a friend why a finished project made you smile on your way home.,I would share the feeling honestly and say why the event mattered.,The first time you can be able to get a good idea to get a good way to get a good way to the right to the right to the ,I am sorry to meet you.,True,False,119,23,False
213,positive_emotions,You are delighted that a sunny afternoon happened that happened today. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,The first time is the first time to be the first time of the Earth and the Earth is the first time to be the same time to the Moon ,I am glad you are going to see you.,True,False,131,35,True
214,positive_emotions,Tell a friend why a sunny afternoon made you smile after weeks of effort.,I would share the feeling honestly and say why the event mattered.,The first time is a good thing to be a good deal to be a good deal to be a good way to be able to be a good way ,I am glad you have been able to see you.,True,False,112,40,True
215,positive_emotions,You are delighted that a sunny afternoon happened at the end of the week. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,the first time you have to be a good deal to get a little time to get a few years of the world. The first time you have to have,I am glad I am glad you are going to see you.,True,True,127,45,True
216,positive_emotions,Tell a friend why a sunny afternoon made you smile during a quiet moment.,I would share the feeling honestly and say why the event mattered.,The first time you can be a good deal to be able to get a good amount of your child or a child or a child or a child or ,I am glad you have been able to see you.,True,False,120,40,True
217,positive_emotions,You are delighted that a sunny afternoon happened when you needed encouragement. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,The first time is the first time to be the first time to be the first time to the Moon to the Moon. The crew is the first to the,I am glad you have been happy to meet you.,True,False,128,42,True
218,positive_emotions,Tell a friend why a sunny afternoon made you smile on your way home.,I would share the feeling honestly and say why the event mattered.,The first time you can be a good way to get a good way to get a good way to get a good way to get a good way to ,I am glad you have been happy to meet you.,True,False,112,42,True
219,positive_emotions,You are delighted that a kind message happened that happened today. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,The first time is the first time to be the first time to be the first time of the first time to be the same time of the Earth and ,I am sorry to meet you.,True,False,130,23,False
220,positive_emotions,Tell a friend why a kind message made you smile after weeks of effort.,I would share the feeling honestly and say why the event mattered.,€I have to have a good idea of the world and the world of the world and the world is not the same to be the same time to ,I am sorry to meet you.,True,False,121,23,False
221,positive_emotions,You are delighted that a kind message happened at the end of the week. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,the other things are not the same as the same as the word is the same as the word of the word is the same as the word is the ,I am glad that is a good way to meet you.,True,False,125,41,True
222,positive_emotions,Tell a friend why a kind message made you smile during a quiet moment.,I would share the feeling honestly and say why the event mattered.,The first time you can be able to be able to be able to be able to be able to be able to be able to be a good way ,I am sorry to meet you.,True,False,114,23,False
223,positive_emotions,You are delighted that a kind message happened when you needed encouragement. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,The first time is the first time to be the first time to be the first time to be the same time to the same time you will be able ,I am sorry to be happy to meet you.,True,False,129,35,True
224,positive_emotions,Tell a friend why a kind message made you smile on your way home.,I would share the feeling honestly and say why the event mattered.,The first time you can be able to get a good idea to get a good way to get a good way to the right to the right to the ,I am sorry to meet you.,True,False,119,23,False
225,positive_emotions,You are delighted that a personal achievement happened that happened today. Share the news.,I would describe what went well and invite them to celebrate the moment with me.,The first time is the first time to be the first time of the first time to be the same time to the same time you will be able to ,I am glad you are going to see you.,True,False,129,35,True
226,negative_emotions,You learn that a disappointing day has gone badly for someone at work. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time is a good thing to be a good way to be a good way to be a good way to do with a child or a child ,I am sorry to be happy to meet you.,True,False,112,35,True
227,negative_emotions,Someone says a disappointing day left them discouraged with a close friend. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is a good thing to be a good and a good person is a good and a good person to get a good and a good person ,I am sorry to meet you.,True,False,122,23,True
228,negative_emotions,You learn that a disappointing day has gone badly for someone before an important event. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time is a good way to be a good way to be a good thing to be a good and the way to do with the child and ,I am glad you are going to see you.,True,False,115,35,False
229,negative_emotions,Someone says a disappointing day left them discouraged after waiting a long time. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is not a good deal to be a good deal that you can be able to do with a good deal to be able to get a ,I am glad you are going to see you.,True,False,116,35,False
230,negative_emotions,You learn that a disappointing day has gone badly for someone on your way home. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time you can be able to be able to get a good way to get a good way to get a good way to get a good chance ,I am glad you are going to see you.,True,False,117,35,False
231,negative_emotions,Someone says a disappointing day left them discouraged during a busy week. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is a good deal to be a good way to be able to be a good way to get a good way to the right to the ,I am sorry to meet you.,True,False,113,23,True
232,negative_emotions,You learn that an awkward conversation has gone badly for someone at work. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time is a good thing to be a good way to be a good way to be a good way to do with a good person to get ,I am sorry to be happy to meet you.,True,False,114,35,True
233,negative_emotions,Someone says an awkward conversation left them discouraged with a close friend. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is a good deal to be a good way to be able to be a good way to get a good way to the right to the ,I am sorry to meet you.,True,False,113,23,True
234,negative_emotions,You learn that an awkward conversation has gone badly for someone before an important event. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time is a good way to be able to be a good way to be a good way to be a good way to get a good person ,I am glad you are going to see you.,True,False,112,35,False
235,negative_emotions,Someone says an awkward conversation left them discouraged after waiting a long time. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is not a good deal to be a good deal that you can be able to get a good way to get a good way to get ,I am glad you are going to see it.,True,False,116,34,False
236,negative_emotions,You learn that an awkward conversation has gone badly for someone on your way home. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time you can be able to get a lot of your child or to get a child or a child or a child or a child or a ,I am glad you are going to see you.,True,False,114,35,False
237,negative_emotions,Someone says an awkward conversation left them discouraged during a busy week. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is a good deal to be a good way to be able to be a good way to get a good way to the right to the ,I am glad that is a good way to meet you.,True,False,113,41,False
238,negative_emotions,You learn that a difficult phone call has gone badly for someone at work. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time is a good way to be a good way to get a good way to the right to the right and the right to the right to ,I am sorry to be happy to meet you.,True,False,120,35,True
239,negative_emotions,Someone says a difficult phone call left them discouraged with a close friend. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is a good deal to be a good way to be able to be a good way to get a good way to the right to the ,I am sorry to meet you.,True,False,113,23,True
240,negative_emotions,You learn that a difficult phone call has gone badly for someone before an important event. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time is a good way to be able to be a good way to be a good way to be able to be able to be able to ,I am glad you are going to see you.,True,False,110,35,False
241,negative_emotions,Someone says a difficult phone call left them discouraged after waiting a long time. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is the first time to be a good way to get a good way to the right to the right to the right to the right to ,I am glad you are going to see it.,True,False,123,34,False
242,negative_emotions,You learn that a difficult phone call has gone badly for someone on your way home. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time you can be able to get a lot of your child or to get a child or a child or a child or a child or a ,I am glad you are going to see you.,True,False,114,35,False
243,negative_emotions,Someone says a difficult phone call left them discouraged during a busy week. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is a good deal to be a good way to be able to be a good way to get a good way to the right to the ,I am sorry to meet you.,True,False,113,23,True
244,negative_emotions,You learn that a plan that fell through has gone badly for someone at work. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time is a good thing to be a good way to be able to be able to be a good way to get a good way to get ,I am sorry to meet you.,True,False,112,23,True
245,negative_emotions,Someone says a plan that fell through left them discouraged with a close friend. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is the first time to be a good way to be a good way to be a good way to the right to the right to the ,I am glad you are going to see it.,True,False,117,34,False
246,negative_emotions,You learn that a plan that fell through has gone badly for someone before an important event. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time is the first time to be a good way to be a good and a good person is a good way to be a good thing to ,I am glad you are going to see you.,True,False,117,35,False
247,negative_emotions,Someone says a plan that fell through left them discouraged after waiting a long time. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is the first time to be the first time to be a good thing to be a good way to be a good way to be a ,I am sorry to meet you.,True,False,115,23,True
248,negative_emotions,You learn that a plan that fell through has gone badly for someone on your way home. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",The first time you can see that you can be able to get a good way to get a good way to get a good way to get a good ,I am glad you are going to see you.,True,False,116,35,False
249,negative_emotions,Someone says a plan that fell through left them discouraged during a busy week. What do you say?,"I would respond with empathy first, then ask whether they want advice or company.",The first time is the first time to be a good way to be a good way to be a good way to the right to the right to the ,I am glad you are going to see it.,True,False,117,34,False
250,negative_emotions,You learn that a stressful morning has gone badly for someone at work. Respond with empathy.,"I would recognize how hard it sounds, listen carefully, and offer steady support.",http://www.org/wwwww.org/wwwww.org/wwwwww.htmp.htm.htm.htm.org/ww.htm.htm.org,I am glad you are going to see you.,True,False,77,35,False
251,encouragement,You know a friend preparing for an exam is working hard this week. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,The first time is a good way to the right to the right to the right to the right to the right to the right to the right to the ,I am glad you have been able to see you.,True,False,127,40,False
252,encouragement,Remind a friend preparing for an exam of their progress before the big day.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The first time was the first time of the first time of the first time to be the first time of the time of the time of the day of ,I am glad you are going to see you.,True,False,129,35,False
253,encouragement,You know a friend preparing for an exam is working hard after a setback. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,The first time is a good thing to be able to get a good way to get a good way to get a good way to the right to the ,I am sorry to meet you.,True,False,116,23,False
254,encouragement,Remind a friend preparing for an exam of their progress while building confidence.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The first time was the first time of the first time to be the first time to be the first time of the first time of the time of the ,I am glad you are going to see you.,True,False,131,35,False
255,encouragement,You know a friend preparing for an exam is working hard during a long process. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,The first time you can be able to get a good time to get a few minutes of the time. You can also be able to get a good way,I am sorry to meet you.,True,False,122,23,False
